SORTEREN;Wegbeheerder;Name (verplicht) - max 63 karakters;DescriptiveName (optioneel) - max 63 karakters;Alias (optioneel) - max 255 karakters;Latitude;Longitude;TLC/Inters.;RoadRegulatorID;IntersectionID;TlcIdentifier;UniqueID;Volg-Id;(wordt) iVRI;VRA ID;TLC;ITS applicatie;RIS;UC3;UC4;UC5.1;UC5.2;;
3139602770;Provincie Noord-Holland;506317;Houterweg;;52,6733090;5,1881520;TLC;31396;;7AA40AD2;B63FCE67-10BE-48ED-9FEF-F59F44D892C9;2770;;;;;;;;;;;
3139602771;Provincie Noord-Holland;506317-1;Houterweg;;52,6734840;5,1885700;Intersection;31396;2771;;;2771;;;;;;;;;;;
3139602790;Provincie Noord-Holland;246376;Dorpsstraat;;52,5304960;4,7786700;TLC;31396;;7AA40AE6;45899588-49AB-4DBC-A086-543205A8045F;2790;;;;;;;;;;;
3139602791;Provincie Noord-Holland;246376-1;Dorpsstraat;;52,5304960;4,7786700;Intersection;31396;2791;;;2791;;;;;;;;;;;
3139602800;Provincie Noord-Holland;703407;Busbaan Zuidtangent - Vesting - Waterlinie;;52,3441900;4,6772360;TLC;31396;;7AA40AF0;FE0B588E-BC37-4531-82F1-117B374BF909;2800;;;;;;;;;;;
3139602801;Provincie Noord-Holland;703407-1;Busbaan Zuidtangent - Vesting - Waterlinie;;52,3441900;4,6772360;Intersection;31396;2801;;;2801;;;;;;;;;;;
3139602810;Provincie Noord-Holland;250117;N250 - Havenweg;;52,9533070;4,7775340;TLC;31396;;7AA40AFA;97E73720-C84C-4FAC-89EF-41E864133AD9;2810;Ja;;Dynniq;Dynniq;Dynniq;Ja;Ja;Nee;Nee;;
3139602811;Provincie Noord-Holland;250117-1;N250 - Havenweg;;52,9535140;4,7774680;Intersection;31396;2811;;;2811;Ja;;Dynniq;Dynniq;Dynniq;Ja;Ja;Nee;Nee;;
3139700010;Provincie Overijssel;VRI019;N348 _Wilgehaantje;FR940099;52,2537320;6,1997330;TLC;31397;;7AA5000A;5CAEEEFC-1799-4EF7-9423-400FDAD133BB;10;Ja;FR940099;Vialis;Royal HaskoningDHV;Dynniq;Nee;Ja;Ja;Ja;;
3139700011;Provincie Overijssel;VRI019-1;N348 _Wilgehaantje;;52,2536610;6,1993490;Intersection;31397;11;;;11;;;;;;;;;;;
3139700020;Provincie Overijssel;VRI020;N348 Leonard Springerlaan;FR940012;52,2605670;6,2074710;TLC;31397;;7AA50014;62D35F89-2E7F-4DD7-842E-5F8DE2098F15;20;Ja;FR940012;Vialis;Royal HaskoningDHV;Dynniq;Nee;Ja;Ja;Ja;;
3139700021;Provincie Overijssel;VRI020-1;N348 Leonard Springerlaan;;52,2607930;6,2073910;Intersection;31397;21;;;21;;;;;;;;;;;
3139700030;Provincie Overijssel;VRI021;N348 Oerdijk;FR940079;52,2670960;6,2139510;TLC;31397;;7AA5001E;89B7AFE3-38F7-44FE-AB4F-71BBC80AA5C4;30;Ja;FR940079;Vialis;Royal HaskoningDHV;Dynniq;Nee;Ja;Ja;Ja;;
3139700031;Provincie Overijssel;VRI021-1;N348 Oerdijk;;52,2669780;6,2135780;Intersection;31397;31;;;31;;;;;;;;;;;
3139700040;Provincie Overijssel;VRI033;Haaksbergerstraat - A35 Zuidelijke afrit;;52,2372020;6,7619350;TLC;31397;;7AA50028;3E03E5F9-6D1F-4CAE-9236-368575945489;40;Ja;V90330;Dynniq;Dynniq;Dynniq;Nee;Nee;Ja;Ja;;
3139700050;Provincie Overijssel;VRI054;Haaksbergerstraat - A35 Noordelijke afrit;;52,2392490;6,7632870;TLC;31397;;7AA50032;BA428FBC-3DA1-4ED6-8DDF-509094B1BC86;50;Ja;V90331;Dynniq;Dynniq;Dynniq;Nee;Nee;Ja;Ja;;
3139700060;Provincie Overijssel;VRI055;N348 - Achterkampweg;POV-VRI055;52,4357018;6,3389248;TLC;31397;;7AA5003C;EBE0CFD5-C735-4F4A-B673-479BFDCCD6D5;60;;ITC2-200428;Swarco;Goudappel Coffeng;Swarco;;;;;;
3139700061;Provincie Overijssel;VRI055-1;N348 - Achterkampweg;;;;Intersection;31397;61;;;61;;;Swarco;Goudappel Coffeng;Swarco;;;;;;
3139700070;Provincie Overijssel;VRI056;N348 - Vilstersestraat - Vilstersedijk;POV-VRI056;52,4510442;6,3411674;TLC;31397;;7AA50046;2A46074B-39EE-4AF8-AA00-F412028C1AF0;70;;ITC2-200416;Swarco;Goudappel Coffeng;Swarco;;;;;;
3139700071;Provincie Overijssel;VRI056-1;N348 - Vilstersestraat - Vilstersedijk;;;;Intersection;31397;71;;;71;;;Swarco;Goudappel Coffeng;Swarco;;;;;;
3139700080;Provincie Overijssel;VRI009;N342 - N737 Frans op de Bult;POV-VRI009;52,2853439;6,8525899;TLC;31397;;7AA50050;6BBA5417-D58E-4B91-884F-CBB2E70D996D;80;Ja;KH-18675;Ko Hartog;Movensis;Ko Hartog;;;;;;
3139700081;Provincie Overijssel;VRI009-1;N342 - N737 Frans op de Bult;;52,2850916;6,8526402;Intersection;31397;81;;;81;;;;;;;;;;;
3139700090;Provincie Overijssel;VRI037;N743 / Grotestraat / Bornsche Beeklaan;POV-VRI037;52,2938094;6,7659155;TLC;31397;;7AA5005A;31152452-B7A5-471F-9D34-4BE83B99D5C6;90;;V40035;Dynniq;Goudappel Coffeng;Dynnq;Ja;Ja;Ja;Ja;;
3139800010;Provincie Utrecht;PRU-K0002;N201 - Aansluiting A2 West;PRU-K0002;52,2230174;4,9828417;TLC;31398;;7AA6000A;BAA5A642-85E1-4294-B6A6-B106518DD11A;10;Ja;VT450356;Vialis;Dynniq;Dynniq;Ja;Nee;Ja;Ja;;
3139800011;Provincie Utrecht;PRU-K0002-1;N201 - Aansluiting A2 West;;52,2229193;4,9832094;Intersection;31398;11;;;11;;;;;;;;;;;
3139800020;Provincie Utrecht;PRU-K0168;N237 - Biltsestraatweg - Archimedeslaan;PRU-K0168;52,0978082;5,1542710;TLC;31398;;7AA60014;068BFED3-52C9-4235-81A7-EAAE9B2B846A;20;Ja;V90672;Dynniq;Vialis;Dynniq;Ja;Nee;Ja;Ja;;
3139800021;Provincie Utrecht;PRU-K0168-1;N237 - Biltsestraatweg - Archimedeslaan;;52,0977742;5,1541414;Intersection;31398;21;;;21;;;;;;;;;;;
3139800030;Provincie Utrecht;PRU-K0128;N237 - Utrechtseweg - Veldzichtstraat;PRU-K0128;52,0993888;5,1618784;TLC;31398;;7AA6001E;3A59F773-64D8-4ABD-8FF3-D6F84B14B676;30;Ja;V90717;Dynniq;Vialis;Dynniq;Ja;Nee;Ja;Ja;;
3139800031;Provincie Utrecht;PRU-K0128-1;N237 - Utrechtseweg - Veldzichtstraat;;52,0995557;5,1617317;Intersection;31398;31;;;31;;;;;;;;;;;
3139800040;Provincie Utrecht;PRU-K0174;N237 - Utrechtseweg - KNMI-Bilthovenseweg;PRU-K0174;52,1033378;5,1765427;TLC;31398;;7AA60028;32D355DF-8836-4D79-B0F7-A7C6F2956C14;40;Ja;V90723;Dynniq;Vialis;Dynniq;Ja;Nee;Ja;Ja;;
3139800041;Provincie Utrecht;PRU-K0174-Noord;N237 - Utrechtseweg - KNMI-Bilthovenseweg (N);;52,1033439;5,1767309;Intersection;31398;41;;;41;;;;;;;;;;;
3139800042;Provincie Utrecht;PRU-K0174-Oost;N237 - Utrechtseweg - KNMI-Bilthovenseweg (O);;52,1031498;5,1772536;Intersection;31398;42;;;42;;;;;;;;;;;
3139800043;Provincie Utrecht;PRU-K0174-West;N237 - Utrechtseweg - KNMI-Bilthovenseweg (W);;52,1030128;5,1762553;Intersection;31398;43;;;43;;;;;;;;;;;
3139800050;Provincie Utrecht;PRU-K0175;N237 - Utrechtseweg -  Kerklaan;PRU-K0175;52,1022057;5,1715152;TLC;31398;;7AA60032;C3B37067-E77D-4BFF-A4AC-48ABEC432661;50;Ja;V90715;Dynniq;Vialis;Dynniq;Ja;Nee;Ja;Ja;;
3139800051;Provincie Utrecht;PRU-K0175-1;N237 - Utrechtseweg -  Kerklaan;;52,1020120;5,1714335;Intersection;31398;51;;;51;;;;;;;;;;;
3139800060;Provincie Utrecht;PRU-K0003;N201 - Hofland;PRU-K0003;52,2160870;4,8713600;TLC;31398;;7AA6003C;A6F63B0E-E3A4-44E5-AD7A-B04E25034EF5;60;Ja;V90870;Dynniq;Dynniq;Dynniq;Ja;Nee;Ja;Ja;;
3139800070;Provincie Utrecht;PRU-K0111;N201 - Veenweg;PRU-K0111;52,2157930;4,8815500;TLC;31398;;7AA60046;C74E54E7-F050-4C15-974F-601209EE0A76;70;Ja;V90542;Dynniq;Dynniq;Dynniq;Ja;Nee;Ja;Ja;;
3139800080;Provincie Utrecht;PRU-K0004;N201 - Ingenieur Enschedeweg;PRU-K0004;52,2160300;4,9040220;TLC;31398;;7AA60050;E7AF3BDF-B7D8-4705-B96C-7E8429686EFB;80;Ja;V90561;Dynniq;Dynniq;Dynniq;Ja;Nee;Ja;Ja;;
3139800090;Provincie Utrecht;PRU-K0124;N201 - van Geijnweg;PRU-K0124;52,2350810;4,8530470;TLC;31398;;7AA6005A;F94661F6-4671-48C4-9C99-076055FA397F;90;Ja;V20035;Dynniq;Dynniq;Dynniq;Ja;Nee;Ja;Ja;;
3139800100;Provincie Utrecht;PRU-K0001;N201 - Aansluiting A2 Oost;PRU-K0001;52,2239440;4,9882660;TLC;31398;;7AA60064;4CB4C9C8-2EFC-445D-A4B4-A6DB6713AE3B;100;Ja;VT450112;Vialis;Dynniq;Dynniq;Ja;Nee;Ja;Ja;;
3139800110;Provincie Utrecht;PRU-K0123;N201 - Mijdrechtse Zuwe - Tienboerenweg;PRU-K0123;52,2285100;4,8443360;TLC;31398;;7AA6006E;6F6A6F67-26E6-4054-B45A-E31314824558;110;Ja;V20034;Dynniq;Dynniq;Dynniq;Ja;Nee;Ja;Ja;;
3139800120;Provincie Utrecht;PRU-K0018;N201 - Rijksstraatweg - Binnenweg;PRU-K0018;52,2265230;4,9988160;TLC;31398;;7AA60078;9292793A-BBE1-4BDE-BC26-017805A80124;120;Ja;V20114;Dynniq;Dynniq;Dynniq;Ja;Nee;Ja;Ja;;
3139800121;Provincie Utrecht;PRU-K0018-1;N201 - Rijksstraatweg - Binnenweg (W);PRU-K0018;52,2266070;4,9988520;Intersection;31398;121;;;121;;;;;;;;;;;
3139800122;Provincie Utrecht;PRU-K0018-2;N201 - Rijksstraatweg - Binnenweg (O);PRU-K0018;52,2263360;5,0000790;Intersection;31398;122;;;122;;;;;;;;;;;
3139800130;Provincie Utrecht;PRU-K0015;N201 - N402 Rijksstraatweg;PRU-K0015;52,2247620;5,0126340;TLC;31398;;7AA60082;7900108F-6A9E-4722-B5CA-0177B7CC720C;130;Ja;V90478;Dynniq;Dynniq;Dynniq;Ja;Nee;Ja;Ja;;
3139800160;Provincie Utrecht;PRU-K0140;N230 Zuilense Ring - aansluiting A2;PRU-K0140;52,1178360;5,0334040;TLC;31398;;7AA600A0;AC250A17-6976-4A14-B76A-840525247BA5;160;;VT600101;;;;Nee;Nee;Ja;Ja;;
3139800170;Provincie Utrecht;PRU-K0129;N237 Utrechtseweg - N412 Universiteitsweg;PRU-K0129;52,1025350;5,1857710;TLC;31398;;7AA600AA;D9B6609E-124C-4282-97C6-74D07849C2F7;170;Ja;V90667;Dynniq;Vialis;Dynniq;Ja;Nee;Ja;Ja;;
3139800180;Provincie Utrecht;PRU-K0143;N412 Universiteitsweg - aansluiting A28 noord;PRU-K0143;52,0942320;5,1802290;TLC;31398;;7AA600B4;A5F57C90-B1D2-4B6B-ACA3-74460AE63722;180;Ja;V90613;Dynniq;Vialis;Dynniq;Ja;Nee;Ja;Ja;;
3139800190;Provincie Utrecht;PRU-K0142;N412 Universiteitsweg - aansluiting A28 zuid;PRU-K0142;52,0911090;5,1797610;TLC;31398;;7AA600BE;234BF692-DC2E-416A-A5C5-8D63F97B1E55;190;Ja;V90614;Dynniq;Vialis;Dynniq;Ja;Nee;Ja;Ja;;
3139800200;Provincie Utrecht;PRU-K0130;N237 Utrechtseweg - N237 Amersfoortseweg;PRU-K0130;52,1013950;5,2052150;TLC;31398;;7AA600C8;52CD121B-9FFA-4A70-8EF5-4DB3742FDE24;200;Ja;V20190;Dynniq;Vialis;Dynniq;Ja;Nee;Ja;Ja;;
3139800210;Provincie Utrecht;PRU-K0131;N237 Amersfoortseweg - Panweg;PRU-K0131;52,1077810;5,2366280;TLC;31398;;7AA600D2;4CD12423-8F9B-44B4-A085-5420412AD620;210;Ja;V80722;Dynniq;Vialis;Dynniq;Ja;Nee;Ja;Ja;;
3139800220;Provincie Utrecht;PRU-K0132;N237 Amersfoortseweg - Prins Alexanderweg;PRU-K0132;52,1125860;5,2542100;TLC;31398;;7AA600DC;F2578123-46BE-4C4A-9BB0-C2EAEC39F22E;220;Ja;V80724;Dynniq;Vialis;Dynniq;Ja;Nee;Ja;Ja;;
3139800230;Provincie Utrecht;PRU-K0133;N237 Amersfoortseweg - N238 Dolderseweg;PRU-K0133;52,1140230;5,2593900;TLC;31398;;7AA600E6;69AF16FD-24D3-4D36-B3F9-4DB5BC5E6F43;230;Ja;KH18495;Ko Hartog;Vialis;Dynniq;Ja;Nee;Ja;Ja;;
3139800240;Provincie Utrecht;PRU-K0134;N237 Amersfoortseweg - Beukbergenlaan;PRU-K0134;52,1169420;5,2697180;TLC;31398;;7AA600F0;FD9955EF-51FA-4699-879F-E8809A3718D9;240;Ja;V90325;Dynniq;Vialis;Dynniq;Ja;Nee;Ja;Ja;;
3139800250;Provincie Utrecht;PRU-K0153;N237 - Rademakersstraat;PRU-K0153;52,1195550;5,2768880;TLC;31398;;7AA600FA;0E8A3ABA-15E8-4BC4-9FEF-C5B7969B7B56;250;Ja;V90704;Dynniq;Vialis;Dynniq;Ja;Nee;Ja;Ja;;
3139800260;Provincie Utrecht;PRU-K0137;N237 Amersfoortsestraat - N413 Richelleweg;PRU-K0137;52,1255630;5,3015900;TLC;31398;;7AA60104;E59A5C84-BA84-4BE3-A4C0-AB58122561B9;260;Ja;KH18480;Ko Hartog;Vialis;Dynniq;Ja;Nee;Ja;Ja;;
3139800270;Provincie Utrecht;PRU-K0022;N413 - Nieuwe Sauna;PRU-K0022;52,1219320;5,3031420;TLC;31398;;7AA6010E;F6777184-4F13-44B4-9D00-E7E9BD3B5F64;270;Ja;V20195;Dynniq;Vialis;Dynniq;Ja;Nee;Ja;Ja;;
3139800280;Provincie Utrecht;PRU-K0136;N413 Richelleweg - Het Zeisterspoor;PRU-K0136;52,1193590;5,3040470;TLC;31398;;7AA60118;0412B30B-56EC-4BB2-98F2-4C644EEEBA26;280;Ja;V90407;Dynniq;Vialis;Dynniq;Ja;Nee;Ja;Ja;;
3139800290;Provincie Utrecht;PRU-K0138;N237 - Zon en Schild ;PRU-K0138;52,1359610;5,3400110;TLC;31398;;7AA60122;5177F24B-320B-4137-A8C3-477E152694C9;290;Ja;V20043;Dynniq;Vialis;Dynniq;Ja;Nee;Ja;Ja;;
3139800300;Provincie Utrecht;PRU-K0021;N238 Dolderseweg - Kamp Nieuw Amsterdam;PRU-K0021;52,1182100;5,2566980;TLC;31398;;7AA6012C;56C8D6BC-8A88-440B-AEE0-732AEF6EEF63;300;Ja;V90090;Dynniq;Vialis;Dynniq;Ja;Nee;Ja;Ja;;
3139800310;Provincie Utrecht;PRU-K0169;N238 Nieuwe Dolderseweg - Fornheselaan;PRU-K0169;52,1396050;5,2471430;TLC;31398;;7AA60136;7083AD52-9B16-4CEC-823D-2DC9ABDAF3A4;310;Ja;V90681;Dynniq;Vialis;Dynniq;Ja;Nee;Ja;Ja;;
3139800320;Provincie Utrecht;PRU-K0073;Arnhemseweg (N226) - Nieuwe Maanweg;PRU-K0073;52,1263790;5,3989860;TLC;31398;;7AA60140;0A31F038-8FF6-4B47-894D-1DD628574C00;320;Ja;V90811;Dynniq;Vialis;Dynniq;Ja;Nee;Ja;Nee;;
3139800330;Provincie Utrecht;PRU-K0094;Polynorm - N199 Amersfoortseweg;PRU-K0094;52,2270880;5,3702100;TLC;31398;;7AA6014A;41DB5E30-B5A7-41AC-B3CD-4857257D2D58;330;;FR940016;Vialis;Vialis;Vialis;;;;;;
3139800340;Provincie Utrecht;PRU-K0016;N201 Boslaan/Raadhuislaan - N201 Vreelandseweg hmp 65.13;PRU-K0016;52,2289020;5,0380310;TLC;31398;;7AA60154;67CCA690-F5EC-46FB-8190-DB2A89EE521F;340;Ja;VT450167;Vialis;Dynniq;Dynniq;Ja;Ja;Nee;Ja;;
3139800350;Provincie Utrecht;PRU-K0017;Loenenseweg-Singel - N201 Provincialeweg hmp 64.34;PRU-K0017;52,2276180;5,0271590;TLC;31398;;7AA6015E;329AA350-AD93-4296-A2BD-A57505EA1E76;350;Ja;VT450166;Vialis;Dynniq;Dynniq;Ja;Ja;Nee;Ja;;
3139800360;Provincie Utrecht;PRU-K0061;N204  - Zuidelijke afrit A12;PRU-K0061;52,0703510;4,9030130;TLC;31398;;7AA60168;3F44F42A-023E-4655-93FE-B05D35F551ED;360;Ja;V80746;Dynniq;Dynniq;Dynniq;Ja;Nee;Ja;Ja;;
3139800370;Provincie Utrecht;PRU-K0062;N204  - Noordelijke afrit A12;PRU-K0062;52,0726530;4,9019470;TLC;31398;;7AA60172;3F08BE77-046C-453D-B01E-7C15DE8013F4;370;Ja;V80747 ;Dynniq;Dynniq;Dynniq;Ja;Nee;Ja;Ja;;
3139800380;Provincie Utrecht;PRU-K0063;N204  - Carpoolplaats;PRU-K0063;52,0750000;4,9019220;TLC;31398;;7AA6017C;48551B79-97EC-4C87-A8D4-8AA3E148B0CB;380;Ja;V80745 ;Dynniq;Dynniq;Dynniq;Ja;Nee;Ja;Ja;;
3139800390;Provincie Utrecht;PRU-K0088;N238  - Zuidelijke afrit A28;PRU-K0088;52,1049040;5,2630430;TLC;31398;;7AA60186;D051F777-5910-4FDF-80BC-EC902FFD3CAA;390;Ja;V90713;Dynniq;Vialis;Dynniq;Ja;Nee;Ja;Ja;;
3139800400;Provincie Utrecht;PRU-K0177;N237  - Toerit Agterberg;PRU-K0177;52,0986730;5,1572660;TLC;31398;;7AA60190;FB4EDCDB-4186-448C-9AF7-9C3627F7B5EB;400;Ja;V90691;Dynniq;Vialis;Dynniq;Ja;Nee;Ja;Ja;;
3139800410;Provincie Utrecht;PRU-K0173;N412  - Oude Bunnikseweg - uitrit Ranzijn;PRU-K0173;52,1012280;5,1851190;TLC;31398;;7AA6019A;D656D563-394E-40D7-BBBB-3E189F7C3469;410;Ja;V20190;Vialis;Vialis;Dynniq;Ja;Nee;Ja;Ja;;
3139800420;Provincie Utrecht;PRU-K0139;N237  - Oversteek De Lichtenberg ;PRU-K0139;52,1387660;5,3502000;TLC;31398;;7AA601A4;196A15C4-3B88-4D14-A56A-092B0D558B71;420;Ja;LTC32 42V7912;Vialis;Vialis;Dynniq;Ja;Nee;Ja;Ja;;
3139800430;Provincie Utrecht;PRU-K0059;N199 Bunschoterweg - Zevenhuizerstraat;PRU-K0059;52,1813850;5,3693910;TLC;31398;;7AA601AE;DAA179A7-6B35-4D34-B787-4C37DCFB8F90;430;Ja;V80348;Dynniq;Vialis;Vialis;Ja;Ja;Ja;Ja;;
3139800431;Provincie Utrecht;PRU-K0059-1;N199 Bunschoterweg - Zevenhuizerstraat;;52,1815910;5,3696780;Intersection;31398;431;;;431;;;;;;;;;;;
3139800440;Provincie Utrecht;PRU-K0096;Maatweg/Boelenhoefseweg - N199 Bunschoterstraat;PRU-K0096;52,1752950;5,3679160;TLC;31398;;7AA601B8;7196B856-9D46-4D19-95AA-31C3F2AF79BC;440;Ja;FR940048;Vialis;Vialis;Vialis;Ja;Ja;Ja;Ja;;
3139800441;Provincie Utrecht;PRU-K0096-1;Maatweg/Boelenhoefseweg - N199 Bunschoterstraat;;52,1753730;5,3683810;Intersection;31398;441;;;441;;;;;;;;;;;
3139800450;Provincie Utrecht;PRU-K0007;N411 Provincialeweg - Achterdijk;PRU-K0007;52,0640000;5,3693910;TLC;31398;;7AA601C2;7E484713-0B79-4B01-A0ED-F5C7B485B2E5;450;;;;;;;;;;;
3139800451;Provincie Utrecht;PRU-K0007-1;N411 Provincialeweg - Achterdijk;;52,0638670;5,1711710;Intersection;31398;451;;;451;;;;;;;;;;;
3139800460;Provincie Utrecht;PRU-K0014;N415 Hilversumsestraatweg - Hoge Vuurseweg;PRU-K0014;52,2032560;5,2345510;TLC;31398;;7AA601CC;D967AFB3-F36E-49D5-8487-C057E0847887;460;;;;;;;;;;;
3139800461;Provincie Utrecht;PRU-K0014-1;N415 Hilversumsestraatweg - Hoge Vuurseweg;;52,2032560;5,2345510;intersection;31398;461;;;461;;;;;;;;;;;
3139800470;Provincie Utrecht;PRU-K0025;N234 - Gezichtslaan;PRU-K0025;52,1460600;5,2055230;TLC;31398;;7AA601D6;E14EC7CB-E662-456B-8A91-1906FC0F959B;470;;;Dynniq;Vialis;Dynniq;;;;;;
3139800471;Provincie Utrecht;PRU-K0025-1;N234 - Gezichtslaan;;52,1460600;5,2055230;intersection;31398;471;;;471;;;;;;;;;;;
3139800480;Provincie Utrecht;PRU-K0027;N227 - Kolonel H.L. van Roijenweg;PRU-K0027;52,1207770;5,3626930;TLC;31398;;7AA601E0;38E292CB-970A-4DFD-846E-424977121D46;480;;;;;;;;;;;
3139800481;Provincie Utrecht;PRU-K0027-1;N227 - Kolonel H.L. van Roijenweg;;52,1207770;5,3626930;intersection;31398;481;;;481;;;;;;;;;;;
3139800490;Provincie Utrecht;PRU-K0054;N210 M.A. Reinaldaweg - Europasingel;PRU-K0054;51,9724150;4,9586510;TLC;31398;;7AA601EA;3BA253E0-B883-4E91-ADEE-758B4A4D8424;490;;;;Vialis;Vialis;;;;;;
3139800491;Provincie Utrecht;PRU-K0054-1;N210 M.A. Reinaldaweg - Europasingel;;51,9724150;4,9586510;intersection;31398;491;;;491;;;;;;;;;;;
3139800500;Provincie Utrecht;PRU-K0023;N226 - Griftdijk;PRU-K0023;52,0671960;5,4096840;TLC;31398;;7AA601F4;D4D77F6E-A1B7-41B6-8B5D-2B7672521C35;500;;;Vialis;Vialis;Vialis;;;;;;
3139800501;Provincie Utrecht;PRU-K0023-1;N226 - Griftdijk;;52,0671950;5,4096820;Intersection;31398;501;;;501;;;Vialis;Vialis;Vialis;;;;;;
3139800510;Provincie Utrecht;PRU-K0166;N224 - Hoevelaar;PRU-K0166;52,0791779;5,4405718;TLC;31398;;7AA601FE;69EE3D4B-AB46-42EF-9AAC-C917C31E1FDB;510;;;Vialis;Vialis;Vialis;;;;;;
3139800511;Provincie Utrecht;PRU-K0166-1;N224 - Hoevelaar;PRU-K0166;52,0790443;5,4408636;Intersection;31398;511;;;511;;;Vialis;Vialis;Vialis;;;;;;
3140000010;Provincie Zuid-Holland;1801;N218 - N493 Groene Kruisweg - Hartelweg Spijkenisse;;51,8568700;4,3015500;TLC;31400;;7AA8000A;BE964231-8319-43D1-BC9D-D10E70E68E43;10;Ja;VT450235;Vialis;Vialis;Vialis;Nee;Ja;Ja;Ja;;
3140000020;Provincie Zuid-Holland;1802;N218 Groene Kruisweg - Borgtweg - Malledijk Spijkenisse;;51,8590200;4,2936200;TLC;31400;;7AA80014;03C10E15-10A5-4FF5-8F26-873BEB55B23C;20;Ja;VT450236;Vialis;Vialis;Vialis;Nee;Ja;Ja;Nee;;
3140000030;Provincie Zuid-Holland;1804;N218 Groene Kruisweg - Oude singel - Polderweg Geervliet;;51,8587300;4,2617000;TLC;31400;;7AA8001E;AE38951C-AEFE-4ED7-A96D-FE2950A89F19;30;Ja;VT450237;Vialis;Vialis;Vialis;Ja;Ja;Ja;Ja;;
3140000040;Provincie Zuid-Holland;1806;N218 Groene Kruisweg - Verdouwenhoeck - Stationsweg Heenvliet;;51,8610700;4,2386000;TLC;31400;;7AA80028;CC5FE6E2-E5EF-4731-9681-7A411DFB414C;40;Ja;VT450238;Vialis;Vialis;Vialis;Ja;Ja;Ja;Ja;;
3140000050;Provincie Zuid-Holland;1807;N218 Groene Kruisweg - N494 Kanaalweg - Wellebrug Brielle;;51,8671700;4,2250100;TLC;31400;;7AA80032;EF176835-5563-4190-9817-539AA74ABA36;50;Ja;VT600108;Vialis;Vialis;Vialis;Nee;Ja;Ja;Nee;;
3140000060;Provincie Zuid-Holland;9201;N218 - A15 Groene Kruisplein Rotterdam;;51,8673700;4,4440100;TLC;31400;;7AA8003C;7416BE8D-6BFA-4F77-B251-2E24549D6624;60;Ja;VT600124;Vialis;Vialis;Vialis;Nee;Nee;Ja;Ja;;
3140000070;Provincie Zuid-Holland;9302;N493 Groene Kruisweg - Sportlaan - Edisonweg Spijkenisse;;51,8535800;4,3062400;TLC;31400;;7AA80046;75DFABC1-9380-45B5-9A9F-58AD67028A9A;70;Ja;VT451491;Vialis;Vialis;Vialis;Nee;Nee;Ja;Ja;;
3140000080;Provincie Zuid-Holland;9301;N493 Baljuwplein Spijkenisse;;51,8505200;4,3100800;TLC;31400;;7AA80050;F19162A0-80F4-4374-BBFF-F896FEF0A353;80;Ja;VT451490;Vialis;Vialis;Vialis;Nee;Nee;Ja;Ja;;
3140000090;Provincie Zuid-Holland;1121;N211 - A4 Harnasch Knoop West Den Hoorn;;52,0132600;4,3110600;TLC;31400;;7AA8005A;ADA600D3-5621-4C9C-9FBE-FB3286CA3F3C;90;Ja;VT450012;Vialis;Vialis;Vialis;Ja;Nee;Nee;Nee;;
3140000100;Provincie Zuid-Holland;1122;N211 - A4 Harnasch Knoop Oost Den Hoorn;;52,0125600;4,3149100;TLC;31400;;7AA80064;32847810-ABC0-4C89-A7B8-7243C4D32A67;100;Ja;VT450482;Vialis;Vialis;Vialis;Ja;Nee;Nee;Nee;;
3140000110;Provincie Zuid-Holland;1301;N213 - N223 Westerleeplein Naaldwijk;;51,9722210;4,2174030;TLC;31400;;7AA8006E;224D21E2-194D-4B62-B649-A0EE39A4FC05;110;Ja;VT600132;Vialis;Vialis;Vialis;Ja;Nee;Nee;Nee;;
3140000120;Provincie Zuid-Holland;1302;N213 - N222 Vlietpolderplein Naaldwijk;;51,9810300;4,2205000;TLC;31400;;7AA80078;3E7006B3-E104-4EC0-B7C4-560A85E46E46;120;Ja;VT450804;Vialis;Vialis;Vialis;Ja;Nee;Nee;Nee;;
3140000130;Provincie Zuid-Holland;1304;N213 - N466 Middelbroekweg Naaldwijk;;51,9924400;4,2225200;TLC;31400;;7AA80082;87C6365D-382B-4534-82CB-E750046737EB;130;Ja;V90657;Dynniq;Dynniq;Dynniq;Ja;Ja;Nee;Nee;;
3140000140;Provincie Zuid-Holland;809;N208 - N207 Hillegom;;52,2767200;4,5712900;TLC;31400;;7AA8008C;C01347D3-6075-4B4C-A84C-7BA0E1A64C4B;140;Ja;;Vialis;Vialis;Vialis;Ja;Ja;Ja;Nee;;
3140000150;Provincie Zuid-Holland;6501;N465 - N466 Flora Holland Honselersdijk;;51,9963300;4,2280100;TLC;31400;;7AA80096;14BD58CE-71B4-48CD-B604-02F0F3851D71;150;Ja;VT451527;Vialis;Vialis;Vialis;Ja;Ja;Nee;Nee;;
3140000160;Provincie Zuid-Holland;2300;N220 -  N223 Maasdijkplein Maasdijk;;51,9698400;4,2043600;TLC;31400;;7AA800A0;FD27792F-9E3D-44FF-BF21-31143F597CB0;160;Ja;VT450805;Vialis;Vialis;Vialis;Ja;;Nee;Nee;;
3140000170;Provincie Zuid-Holland;2301;N223 Jogchem van der Houtweg - Leehove De Lier;;51,9729300;4,2275900;TLC;31400;;7AA800AA;BFA27A33-D0AB-4457-95E0-1C3FBD494D47;170;Ja;V90529;Dynniq;Dynniq;Dynniq;Ja;Nee;Nee;Nee;;
